Produzione storica annuale di idrocarburi;;;;;
Anni 1980-2003;;;;;
Nota: per le righe dove è riportato il valore zero in corrispondenza della colonna 'Anno' il valore della colonna 'Produzione' rappresenta la produzione cumulata ottenuta negli anni antecedenti il 1980;;;;;
Gas naturale in migliaia di Smc - Olio greggio in tonnellate;;;;;
Minerale;Ub;Regione;Titolo;Anno;Produzione
Olio;Mare;Zona B;B.C 7.LF;1983;329.062
Olio;Mare;Zona B;B.C 7.LF;1984;391.360
Olio;Mare;Zona B;B.C 7.LF;1985;386.619
Olio;Mare;Zona B;B.C 7.LF;1986;396.617
Olio;Mare;Zona B;B.C 7.LF;1987;384.393
Olio;Mare;Zona B;B.C 7.LF;1988;396.637
Olio;Mare;Zona B;B.C 7.LF;1989;357.817
Olio;Mare;Zona B;B.C 7.LF;1990;296.808
Olio;Mare;Zona B;B.C 7.LF;1991;268.386
Olio;Mare;Zona B;B.C 7.LF;1992;55.259
Olio;Mare;Zona B;B.C 7.LF;1996;17.029
Olio;Mare;Zona B;B.C 7.LF;1997;158.030
Olio;Mare;Zona B;B.C 7.LF;1998;152.824
Olio;Mare;Zona B;B.C 7.LF;1999;134.879
Olio;Mare;Zona B;B.C 7.LF;2000;96.122
Olio;Mare;Zona B;B.C 7.LF;2001;84.880
Olio;Mare;Zona B;B.C 7.LF;2002;99.401
Olio;Mare;Zona B;B.C 7.LF;2003;107.772
Olio;Mare;Zona B;B.C 8.LF;1982;38.382
Olio;Mare;Zona B;B.C 8.LF;1983;185.293
Olio;Mare;Zona B;B.C 8.LF;1984;144.931
Olio;Mare;Zona B;B.C 8.LF;1985;132.325
Olio;Mare;Zona B;B.C 8.LF;1986;140.611
Olio;Mare;Zona B;B.C 8.LF;1987;1.028.611
Olio;Mare;Zona B;B.C 8.LF;1988;1.027.075
Olio;Mare;Zona B;B.C 8.LF;1989;1.175.678
Olio;Mare;Zona B;B.C 8.LF;1990;1.584.762
Olio;Mare;Zona B;B.C 8.LF;1991;1.129.701
Olio;Mare;Zona B;B.C 8.LF;1992;970.764
Olio;Mare;Zona B;B.C 8.LF;1993;841.139
Olio;Mare;Zona B;B.C 8.LF;1994;644.546
Olio;Mare;Zona B;B.C 8.LF;1995;556.723
Olio;Mare;Zona B;B.C 8.LF;1996;490.873
Olio;Mare;Zona B;B.C 8.LF;1997;442.837
Olio;Mare;Zona B;B.C 8.LF;1998;401.540
Olio;Mare;Zona B;B.C 8.LF;1999;355.015
Olio;Mare;Zona B;B.C 8.LF;2000;333.624
Olio;Mare;Zona B;B.C 8.LF;2001;311.282
Olio;Mare;Zona B;B.C 8.LF;2002;291.219
Olio;Mare;Zona B;B.C 8.LF;2003;273.476
Olio;Mare;Zona C;C.C 1.AG;0;1.674.275
Olio;Mare;Zona C;C.C 1.AG;1980;66.975
Olio;Mare;Zona C;C.C 1.AG;1981;66.400
Olio;Mare;Zona C;C.C 1.AG;1982;64.341
Olio;Mare;Zona C;C.C 1.AG;1983;56.567
Olio;Mare;Zona C;C.C 1.AG;1984;70.253
Olio;Mare;Zona C;C.C 1.AG;1985;70.348
Olio;Mare;Zona C;C.C 1.AG;1986;78.458
Olio;Mare;Zona C;C.C 1.AG;1987;80.420
Olio;Mare;Zona C;C.C 1.AG;1988;107.873
Olio;Mare;Zona C;C.C 1.AG;1989;93.974
Olio;Mare;Zona C;C.C 1.AG;1990;80.698
Olio;Mare;Zona C;C.C 1.AG;1991;74.507
Olio;Mare;Zona C;C.C 1.AG;1992;73.393
Olio;Mare;Zona C;C.C 1.AG;1993;72.607
Olio;Mare;Zona C;C.C 1.AG;1994;59.970
Olio;Mare;Zona C;C.C 1.AG;1995;61.512
Olio;Mare;Zona C;C.C 1.AG;1996;55.477
Olio;Mare;Zona C;C.C 1.AG;1997;52.559
Olio;Mare;Zona C;C.C 1.AG;1998;51.340
Olio;Mare;Zona C;C.C 1.AG;1999;56.068
Olio;Mare;Zona C;C.C 1.AG;2000;53.053
Olio;Mare;Zona C;C.C 1.AG;2001;53.636
Olio;Mare;Zona C;C.C 1.AG;2002;42.089
Olio;Mare;Zona C;C.C 1.AG;2003;45.706
Olio;Mare;Zona C;C.C 2.AS;1980;71.275
Olio;Mare;Zona C;C.C 2.AS;1982;146.577
Olio;Mare;Zona C;C.C 2.AS;1983;392.034
Olio;Mare;Zona C;C.C 2.AS;1984;401.412
Olio;Mare;Zona C;C.C 2.AS;1985;468.826
Olio;Mare;Zona C;C.C 2.AS;1986;450.147
Olio;Mare;Zona C;C.C 2.AS;1987;568.412
Olio;Mare;Zona C;C.C 2.AS;1988;179.292
Olio;Mare;Zona C;C.C 2.AS;1989;22.661
Olio;Mare;Zona C;C.C 3.AG;1981;585
Olio;Mare;Zona C;C.C 3.AG;1983;49.500
Olio;Mare;Zona C;C.C 3.AG;1984;41.644
Olio;Mare;Zona C;C.C 3.AG;1985;57.695
Olio;Mare;Zona C;C.C 3.AG;1986;51.714
Olio;Mare;Zona C;C.C 3.AG;1987;41.482
Olio;Mare;Zona C;C.C 3.AG;1988;64.294
Olio;Mare;Zona C;C.C 3.AG;1989;185.789
Olio;Mare;Zona C;C.C 3.AG;1990;253.941
Olio;Mare;Zona C;C.C 3.AG;1991;294.154
Olio;Mare;Zona C;C.C 3.AG;1992;257.736
Olio;Mare;Zona C;C.C 3.AG;1993;174.035
Olio;Mare;Zona C;C.C 3.AG;1994;164.501
Olio;Mare;Zona C;C.C 3.AG;1995;152.449
Olio;Mare;Zona C;C.C 3.AG;1996;142.756
Olio;Mare;Zona C;C.C 3.AG;1997;130.223
Olio;Mare;Zona C;C.C 3.AG;1998;116.208
Olio;Mare;Zona C;C.C 3.AG;1999;106.707
Olio;Mare;Zona C;C.C 3.AG;2000;107.409
Olio;Mare;Zona C;C.C 3.AG;2001;107.385
Olio;Mare;Zona C;C.C 3.AG;2002;98.713
Olio;Mare;Zona C;C.C 3.AG;2003;82.683
Olio;Mare;Zona C;C.C 4.ME;0;2.649
Olio;Mare;Zona C;C.C 4.ME;1981;9.267
Olio;Mare;Zona C;C.C 4.ME;1985;2.120
Olio;Mare;Zona C;C.C 4.ME;1986;41.670
Olio;Mare;Zona C;C.C 4.ME;1987;182
Olio;Mare;Zona C;C.C 6.EO;1981;4.565
Olio;Mare;Zona C;C.C 6.EO;1982;24.455
Olio;Mare;Zona C;C.C 6.EO;1983;3.989
Olio;Mare;Zona C;C.C 6.EO;1985;21.661
Olio;Mare;Zona C;C.C 6.EO;1987;548.610
Olio;Mare;Zona C;C.C 6.EO;1988;1.553.503
Olio;Mare;Zona C;C.C 6.EO;1989;1.174.943
Olio;Mare;Zona C;C.C 6.EO;1990;762.337
Olio;Mare;Zona C;C.C 6.EO;1991;578.929
Olio;Mare;Zona C;C.C 6.EO;1992;485.741
Olio;Mare;Zona C;C.C 6.EO;1993;422.885
Olio;Mare;Zona C;C.C 6.EO;1994;393.438
Olio;Mare;Zona C;C.C 6.EO;1995;350.173
Olio;Mare;Zona C;C.C 6.EO;1996;330.416
Olio;Mare;Zona C;C.C 6.EO;1997;285.171
Olio;Mare;Zona C;C.C 6.EO;1998;260.781
Olio;Mare;Zona C;C.C 6.EO;1999;239.303
Olio;Mare;Zona C;C.C 6.EO;2000;225.524
Olio;Mare;Zona C;C.C 6.EO;2001;37.425
Olio;Mare;Zona C;C.C 6.EO;2002;200.311
Olio;Mare;Zona C;C.C 6.EO;2003;203.818
Olio;Mare;Zona C;C.R65.AG;1985;40.402
Olio;Mare;Zona C;C.R65.AG;1986;101.311
Olio;Mare;Zona F;F.C 2.AG;1998;537.098
Olio;Mare;Zona F;F.C 2.AG;1999;699.922
Olio;Mare;Zona F;F.C 2.AG;2000;541.796
Olio;Mare;Zona F;F.C 2.AG;2001;436.332
Olio;Mare;Zona F;F.C 2.AG;2002;339.223
Olio;Mare;Zona F;F.C 2.AG;2003;288.359
Olio;Mare;;S. MARIA IMBARO;1981;107
Olio;Mare;;S. MARIA IMBARO;1982;190
Olio;Mare;;S. MARIA IMBARO;1986;29.314
Olio;Mare;;S. MARIA IMBARO;1987;10.088
Olio;Mare;;S. MARIA IMBARO;1988;6.520
Olio;Mare;;S. MARIA IMBARO;1989;7.256
Olio;Mare;;S. MARIA IMBARO;1990;17.758
Olio;Mare;;S. MARIA IMBARO;1991;17.056
Olio;Mare;;S. MARIA IMBARO;1992;6.619
Olio;Mare;;S. MARIA IMBARO;1994;870
